Country;Year;Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e)
Mongolia;1991;40.439.974;8.223.859.715;7.778.349.467
Mongolia;1992;38.566.392;8.072.441.484;7.727.545.711
Mongolia;1993;37.564.784;7.980.573.253;7.655.721.956
Mongolia;1994;36.052.498;7.861.265.022;7.549.738.201
Mongolia;1995;3.598.753;8.404.906.791;7.865.304.445
Mongolia;1996;34.198.156;8.771.169.798;8.108.029.884
Mongolia;1997;362.955;1.049.893.281;9.189.715.322
Mongolia;1998;338.594;9.736.455.814;8.857.830.761
Mongolia;1999;33.842.346;9.776.988.822;8.767.426.199
Mongolia;2000;35.530.342;1.044.655.183;9.171.511.637
Mongolia;2001;33.068.916;8.414.686.662;7.944.887.214
Mongolia;2002;3.468.795;7.239.861.495;734.892.279
Mongolia;2003;32.750.078;6.738.116.328;7.207.178.366
Mongolia;2004;33.315.612;6.579.401.161;7.121.383.943
Mongolia;2005;3.324.408;7.098.875.994;7.457.689.519
Mongolia;2006;38.062.886;8.798.354.444;8.314.797.843
Mongolia;2007;38.119.526;9.804.342.894;9.166.306.168
Mongolia;2008;37.835.158;9.914.291.344;9.374.774.493
Mongolia;2009;36.368.678;9.861.139.794;9.573.212.817
Mongolia;2010;36.957.766;7.439.998.244;7.794.811.142
Mongolia;2011;38.030.044;8.576.819.654;8.669.793.268
Mongolia;2012;3.946.793;9.959.831.064;9.666.685.393
Montenegro;1990;;;
Montenegro;1991;;;
Montenegro;1992;;;
Montenegro;1993;;;
Montenegro;1994;;;
Montenegro;1995;;;
Montenegro;1996;;;
Montenegro;1997;;;
Montenegro;1998;;;
Montenegro;1999;;;
Montenegro;2000;;;
Montenegro;2001;;;
Montenegro;2002;;;
Montenegro;2003;;;
Montenegro;2004;;;
Montenegro;2005;;;
Montenegro;2006;228.759;0.473260177;0.134565302
Montenegro;2007;215.865;0.488945764;0.13799904
Montenegro;2008;27.323;0.457491351;0.123992778
Montenegro;2009;17.619;0.444686938;0.116716517
Montenegro;2010;254.246;0.440262526;0.116510255
Montenegro;2011;256.964;0.437446124;0.117464505
Montenegro;2012;23.665;0.470549722;0.141418755
Morocco;1990;14.189.174;9.383.628.586;6.941.966.395
Morocco;1991;1.536.525;9.308.391.102;6.798.052.309
Morocco;1992;17.148.268;9.315.623.618;6.315.158.223
Morocco;1993;17.816.476;8.648.586.135;6.026.184.137
Morocco;1994;20.007.366;8.936.748.651;6.450.070.052
Morocco;1995;21.083.894;9.003.361.167;6.021.545.966
Morocco;1996;20.826.384;929.981.524;6.710.454.509
Morocco;1997;22.349.696;9.474.519.312;6.740.973.051
Morocco;1998;23.048.522;9.394.113.385;6.920.301.594
Morocco;1999;24.698.026;9.594.577.457;7.193.640.137
Morocco;2000;25.414.708;979.924.153;724.473.868
Morocco;2001;2.810.961;9.832.448.148;7.352.973.466
Morocco;2002;29.303.378;9.840.554.767;7.681.928.252
Morocco;2003;29.197.146;9.992.341.386;7.713.883.037
Morocco;2004;32.852.434;10.161.158;8.007.207.823
Morocco;2005;35.917.274;1.022.127.462;8.401.212.609
Morocco;2006;46.544.386;1.038.136.455;880.719.328
Morocco;2007;4.889.284;1.035.262.449;8.224.603.952
Morocco;2008;5.130.604;1.047.480.442;8.319.464.623
Morocco;2009;5.107.451;1.053.107.435;8.191.725.294
Morocco;2010;54.324.686;1.074.308.428;7.854.685.965
Morocco;2011;57.258.388;1.108.772.053;8.461.619.513
Morocco;2012;5.290.906;1.115.593.678;816.553.306
Mozambique;1990;36.347.204;9.914.468.618;8.599.101.716
Mozambique;1991;36.161.124;9.959.832.013;867.715.298
Mozambique;1992;36.310.846;1.002.175.541;8.751.484.244
Mozambique;1993;36.492.562;100.857.388;8.853.545.509
Mozambique;1994;36.306.252;101.237.422;8.931.216.773
Mozambique;1995;36.371.622;1.020.671.559;9.341.958.037
Mozambique;1996;36.375.626;1.076.981.432;9.597.698.435
Mozambique;1997;3.650.298;9.722.763.042;8.533.428.832
Mozambique;1998;36.454.686;1.102.035.177;9.813.069.229
Mozambique;1999;36.440.066;1.046.491.049;9.253.479.627
Mozambique;2000;36.634.748;9.076.209.217;8.235.750.024
Mozambique;2001;37.391.784;1.002.488.288;9.195.210.197
Mozambique;2002;37.557.088;9.433.306.548;8.368.890.369
Mozambique;2003;37.893.778;1.152.830.021;1.029.560.054
Mozambique;2004;3.788.986;1.054.899.388;9.411.280.714
Mozambique;2005;37.672.278;1.191.727.754;1.048.446.089
Mozambique;2006;31.913.048;109.417.847;9.542.186.083
Mozambique;2007;3.232.973;1.213.705.186;1.047.326.128
Mozambique;2008;32.367.404;1.324.955.901;1.152.459.648
Mozambique;2009;32.683.094;1.195.805.617;1.034.728.167
Mozambique;2010;3.293.176;1.392.185.332;1.203.453.687
Mozambique;2011;33.456.762;1.208.334.941;1.022.896.337
Mozambique;2012;3.281.682;1.350.919.551;1.100.709.986
Myanmar;1990;112.154.424;4.595.593.441;1.336.643.318
Myanmar;1991;10.552.209;4.563.640.109;134.208.858
Myanmar;1992;105.700.162;4.759.967.777;1.364.177.841
Myanmar;1993;106.272.616;4.933.477.445;1.390.103.103
Myanmar;1994;107.122.186;5.047.946.113;1.439.873.364
Myanmar;1995;10.841.709;5.192.060.781;1.463.622.625
Myanmar;1996;108.772.946;5.163.162.336;148.826.055
Myanmar;1997;1.086.778;5.048.057.891;1.467.983.475
Myanmar;1998;10.941.683;5.366.466.445;15.958.704
Myanmar;1999;110.498.804;5.709.541;1.648.138.325
Myanmar;2000;111.082.692;5.484.725.555;155.727.625
Myanmar;2001;85.645.824;5.349.953.074;1.394.453.484
Myanmar;2002;85.606.706;5.436.360.593;1.381.912.718
Myanmar;2003;88.141.022;5.774.475.113;1.526.902.952
Myanmar;2004;87.877.234;6.608.943.632;1.906.053.185
Myanmar;2005;88.331.996;6.414.143.151;1.655.370.419
Myanmar;2006;88.276.202;6.681.586.549;1.703.714.894
Myanmar;2007;88.573.802;7.510.302.947;2.067.266.369
Myanmar;2008;86.035.248;6.833.882.344;1.736.346.844
Myanmar;2009;85.768.694;7.408.769.742;1.997.319.319
Myanmar;2010;86.365.772;768.449.514;2.117.947.794
Myanmar;2011;86.550.522;7.011.951.625;1.898.704.985
Myanmar;2012;895.526;746.745.611;2.046.062.176
Namibia;1990;782.352;3.849.638.757;3.603.363.193
Namibia;1991;894.369;3.964.950.162;367.924.784
Namibia;1992;904.387;3.896.511.568;3.608.932.488
Namibia;1993;924.404;3.791.832.973;3.526.517.135
Namibia;1994;9.465.202;3.786.944.379;3.521.291.783
Namibia;1995;9.605.372;3.784.935.784;350.609.643
Namibia;1996;9.749.778;3.661.011.432;3.354.926.912
Namibia;1997;9.781.768;361.199.708;3.226.237.394
Namibia;1998;990.585;3.913.102.727;3.531.107.876
Namibia;1999;97.872;3.930.748.375;3.504.688.358
Namibia;2000;978.536;4.325.714.023;388.633.884
Namibia;2001;1.039.884;4.020.772.636;349.265.085
Namibia;2002;1.008.891;370.836.125;312.273.286
Namibia;2003;101.803;3.654.449.863;3.030.144.871
Namibia;2004;1.028.164;3.773.098.477;3.229.826.881
Namibia;2005;1.031.359;427.308.709;3.507.988.891
Namibia;2006;102.841;4.525.986.571;4.215.456.952
Namibia;2007;1.042.856;4.150.226.051;3.700.225.013
Namibia;2008;1.083.225;3.835.205.532;3.158.353.074
Namibia;2009;108.501;4.569.255.013;4.197.741.135
Namibia;2010;10.993.674;4.336.874.493;3.909.089.196
Namibia;2011;11.172.936;5.553.963.572;5.564.332.122
Namibia;2012;1.122.149;5.618.592.652;5.628.025.048
Nauru;1990;0.157552;;
Nauru;1991;0.153888;;
Nauru;1992;0.142896;;
Nauru;1993;0.139232;;
Nauru;1994;0.131904;;
Nauru;1995;0.12824;;
Nauru;1996;0.120912;;
Nauru;1997;0.120912;;
Nauru;1998;0.117248;;
Nauru;1999;0.10992;;
Nauru;2000;0.102592;;
Nauru;2001;0.095264;;
Nauru;2002;0.0916;;
Nauru;2003;0.084272;;
Nauru;2004;0.080608;;
Nauru;2005;0.087936;;
Nauru;2006;0.05496;;
Nauru;2007;0.05496;;
Nauru;2008;0.05496;;
Nauru;2009;0.051296;;
Nauru;2010;0.05496;;
Nauru;2011;0.051296;;
Nauru;2012;0.16868;;
Nepal;1990;3.358.394;1.476.496.845;4.800.704.926
Nepal;1991;34.204.662;1.491.738.922;4.876.055.684
Nepal;1992;34.827.958;1.482.458.999;4.900.296.442
Nepal;1993;35.568.268;1.548.388.077;49.978.272
Nepal;1994;36.472.252;1.587.304.154;5.173.257.959
Nepal;1995;37.177.906;1.672.048.231;5.379.238.717
Nepal;1996;37.795.938;1.718.172.553;5.527.185.087
Nepal;1997;38.581.744;1.752.249.875;5.624.561.456
Nepal;1998;39.282.772;1.805.234.197;5.841.467.826
Nepal;1999;40.697.006;1.861.005.519;5.839.574.196
Nepal;2000;41.306.034;1.891.114.841;5.852.960.566
Nepal;2001;35.339.626;1.881.367.735;5.803.324.669
Nepal;2002;34.653.916;1.897.061.629;5.678.048.772
Nepal;2003;3.492.868;1.950.668.523;5.782.642.875
Nepal;2004;34.673.486;1.981.745.417;5.915.136.979
Nepal;2005;35.035.486;1.995.762.312;5.919.121.082
Nepal;2006;808.177;2.017.454.221;601.410.647
Nepal;2007;8.153.854;2.028.182.131;6.063.461.859
Nepal;2008;848.868;2.099.105.041;6.285.597.248
Nepal;2009;906.886;214.750.795;6.601.062.637
Nepal;2010;970.778;217.082.486;6.820.088.026
Nepal;2011;997.998;2.205.330.733;7.081.600.705
Nepal;2012;1.040.352;2.259.615.606;7.293.093.383
Netherlands;1990;160.620.748;2.771.980.227;1.595.166.405
Netherlands;1991;169.272.338;2.757.689.882;1.602.661.029
Netherlands;1992;167.830.136;2.714.632.536;1.603.421.653
Netherlands;1993;172.179.976;2.664.547.191;1.586.145.278
Netherlands;1994;173.781.428;2.615.269.845;1.594.613.902
Netherlands;1995;175.227.798;25.931.395;1.593.681.526
Netherlands;1996;182.642.668;2.495.437.393;1.577.831.697
Netherlands;1997;177.194.686;2.394.427.286;1.546.169.868
Netherlands;1998;17.777.496;2.296.561.179;1.508.319.039
Netherlands;1999;173.106.892;2.240.332.072;1.502.059.209
Netherlands;2000;176.355.146;2.142.539.966;145.358.138
Netherlands;2001;18.241.305;2.094.375.004;143.950.736
Netherlands;2002;18.256.445;1.996.766.042;1.411.649.339
Netherlands;2003;187.178.162;192.438.008;1.387.904.319
Netherlands;2004;188.744.306;1.886.019.118;1.391.586.298
Netherlands;2005;183.886.646;1.858.834.156;1.377.428.277
Netherlands;2006;181.880.266;1.822.594.716;1.278.351.263
Netherlands;2007;184.534.738;1.816.743.276;1.155.404.248
Netherlands;2008;186.447.658;1.843.670.836;1.065.907.233
Netherlands;2009;179.674.278;1.819.446.396;9.657.052.185
Netherlands;2010;190.526.498;1.832.339.956;8.668.362.038
Netherlands;2011;178.435.198;1.813.932.075;8.558.731.954
Netherlands;2012;177.315.178;1.806.854.194;8.946.881.871
New Zealand;1990;34.346.388;263.948.758;152.958.301
New Zealand;1991;4.240.772;258.931.348;1.505.747.836
New Zealand;1992;6.039.636;2.555.112.379;1.487.135.661
New Zealand;1993;5.818.386;2.542.288.278;1.476.918.487
New Zealand;1994;6.585.318;2.620.853.177;1.522.403.312
New Zealand;1995;7.344.986;2.675.592.077;1.562.209.138
New Zealand;1996;8.890.838;2.632.201.717;1.515.309.438
New Zealand;1997;11.274.042;2.649.769.357;1.507.788.737
New Zealand;1998;10.713.276;2.601.640.998;1.474.610.037
New Zealand;1999;1.243.277;2.608.103.638;1.502.436.337
New Zealand;2000;13.647.754;2.584.649.279;1.505.660.637
New Zealand;2001;15.202.678;2.598.289.386;1.521.074.226
New Zealand;2002;15.173.984;2.651.707.492;1.569.319.815
New Zealand;2003;15.823.198;2.678.746.599;1.603.897.404
New Zealand;2004;15.562.164;2.672.051.706;1.562.018.993
New Zealand;2005;1.607.799;2.665.332.812;1.571.398.582
New Zealand;2006;16.189.318;2.687.895.908;1.553.164.495
New Zealand;2007;151.771;2.673.002.004;1.541.084.409
New Zealand;2008;1.647.847;26.280.031;1.477.155.322
New Zealand;2009;1.374.733;2.661.665.196;1.462.989.236
New Zealand;2010;13.714.842;2.664.584.292;1.454.150.149
New Zealand;2011;1.303.643;2.677.231.016;1.474.715.171
New Zealand;2012;1.487.165.267;272.423.474;1.498.268.193
Nicaragua;1990;31.344.362;486.439.403;2.207.909.579
Nicaragua;1991;30.770.262;4.057.731.418;1.834.487.686
Nicaragua;1992;31.088.762;4.461.188.806;1.982.995.792
Nicaragua;1993;3.104.796;4.950.286.194;2.142.313.899
Nicaragua;1994;31.373.788;5.019.823.583;2.075.862.005
Nicaragua;1995;31.501.296;4.470.310.971;1.961.790.111
Nicaragua;1996;31.669.856;4.394.183.372;1.911.989.796
Nicaragua;1997;31.877.044;4.830.165.774;2.032.129.481
Nicaragua;1998;32.368.494;5.116.368.176;2.167.369.166
Nicaragua;1999;32.396.532;5.506.440.577;225.079.885
Nicaragua;2000;32.624.568;5.744.362.979;2.314.828.535
Nicaragua;2001;3.282.469;5.662.397.675;225.292.089
Nicaragua;2002;3.296.176;5.768.582.372;2.450.113.245
Nicaragua;2003;33.273.864;6.325.667.068;27.227.856
Nicaragua;2004;33.237.474;5.911.711.764;2.487.247.955
Nicaragua;2005;33.167.038;6.303.176.461;268.420.031
Nicaragua;2006;33.304.728;6.259.872.417;2.681.695.391
Nicaragua;2007;33.427.278;6.290.718.374;2.684.340.473
Nicaragua;2008;33.256.588;6.350.364.331;2.653.385.554
Nicaragua;2009;33.296.592;6.419.660.287;2.766.150.635
Nicaragua;2010;33.466.378;6.500.276.244;2.741.455.717
Nicaragua;2011;33.588.148;6.586.243.412;2.889.547.987
Nicaragua;2012;3.310.948;660.181.058;2.888.400.258
Niger;1990;8.265.128;6.365.464.298;3.787.825
Niger;1991;7.778.652;6.637.425.361;39.592.095
Niger;1992;7.746.816;6.928.966.424;4.157.174
Niger;1993;784.321;7.240.377.487;43.194.685
Niger;1994;7.837.022;7.535.508.549;4.530.593.001
Niger;1995;7.885.784;7.840.949.612;4.729.107.501
Niger;1996;7.982.188;8.185.662.237;4.961.028.354
Niger;1997;7.979.654;8.476.384.862;5.072.869.208
Niger;1998;8.043.082;8.930.717.487;5.448.930.062
Niger;1999;8.025.892;9.227.950.111;5.667.380.915
Niger;2000;7.766.888;9.692.042.736;5.926.291.769
Niger;2001;2.988.452;1.004.613.071;6.273.482.214
Niger;2002;3.024.248;1.042.270.868;6.516.542.659
Niger;2003;307.471;1.079.234.665;6.792.763.104
Niger;2004;3.147.146;1.118.898.462;6.984.933.549
Niger;2005;2.992.414;1.161.559.259;7.380.213.994
Niger;2006;151.758;1.198.757.797;7.639.063.093
Niger;2007;1.545.146;1.255.296.334;8.034.232.192
Niger;2008;165.332;1.302.591.872;8.399.831.291
Niger;2009;1.900.726;1.360.083.409;8.713.680.389
Niger;2010;2.115.156;1.398.878.947;9.123.599.488
Niger;2011;2.197.682;1.384.442.493;8.885.832.011
Niger;2012;219.976;144.365.404;9.444.554.535
Nigeria;1990;242.581.094;116.497.481;2.666.297.048
Nigeria;1991;246.799.924;1.179.359.347;2.703.532.356
Nigeria;1992;257.533.044;1.184.090.185;2.741.291.664
Nigeria;1993;25.576.959;1.191.071.823;2.808.273.972
Nigeria;1994;252.112.288;1.201.290.261;284.304.128
Nigeria;1995;253.529.936;1.210.529.598;2.856.782.588
Nigeria;1996;259.694.124;1.244.226.721;2.939.591.672
Nigeria;1997;255.343.362;1.273.438.543;2.985.511.757
Nigeria;1998;248.629.408;1.323.008.665;3.224.628.841
Nigeria;1999;24.688.143;1.344.564.087;3.227.070.926
Nigeria;2000;24.884.057;1.382.962.509;331.663.701
Nigeria;2001;256.553.784;1.463.066.771;3.634.168.314
Nigeria;2002;258.268.354;1.448.256.633;3.473.017.617
Nigeria;2003;261.306.362;1.493.804.595;3.634.446.921
Nigeria;2004;262.043.632;1.542.519.458;3.701.130.224
Nigeria;2005;271.801.208;159.470.202;4.013.509.528
Nigeria;2006;262.054.896;1.612.162.622;3.965.479.653
Nigeria;2007;259.935.876;1.609.091.224;3.836.016.778
Nigeria;2008;25.993.769;1.593.760.625;3.760.183.903
Nigeria;2009;24.412.247;1.580.072.427;3.590.422.028
Nigeria;2010;260.191.364;1.615.990.729;3.702.046.153
Nigeria;2011;271.048.102;1.657.420.987;3.760.821.033
Nigeria;2012;26.729.725;1.690.540.345;3.819.341.914
Niue;1990;0.025234;0.016858696;0.012249672
Niue;1991;0.025224;0.016022054;0.012528139
Niue;1992;0.025214;0.015185411;0.012796605
Niue;1993;0.025194;0.014338768;0.013065072
Niue;1994;0.025184;0.013532125;0.013343538
Niue;1995;0.028828;0.012685483;0.013612005
Niue;1996;0.028818;0.012805597;0.014380233
Niue;1997;0.028798;0.012935712;0.015148462
Niue;1998;0.028788;0.013035827;0.015916691
Niue;1999;0.028768;0.013155941;0.01668492
Niue;2000;0.028758;0.013276056;0.017453148
Niue;2001;0.028738;0.013718032;0.018431095
Niue;2002;0.032392;0.014100009;0.019389042
Niue;2003;0.032372;0.014491986;0.020346988
Niue;2004;0.032362;0.014873962;0.021304935
Niue;2005;0.032342;0.015285939;0.022272882
Niue;2006;0.025362;0.015857383;0.023430023
Niue;2007;0.025422;0.016428828;0.024597164
Niue;2008;0.025482;0.017000272;0.025754305
Niue;2009;0.025542;0.017581717;0.026911447
Niue;2010;0.025602;0.018153161;0.028068588
Niue;2011;0.025662;0.018724048;0.029132191
Niue;2012;0.01825;0.019294934;0.030195794
Norway;1990;19.334.764;4.742.916.805;5.913.804.587
Norway;1991;14.776.454;4.802.452.585;5.853.912.928
Norway;1992;18.102.748;4.873.318.365;5.773.081.269
Norway;1993;19.427.292;4.868.094.145;569.877.961
Norway;1994;21.070.494;4.920.129.925;5.659.397.951
Norway;1995;20.956.946;4.985.565.706;5.618.716.292
Norway;1996;21.653.844;4.976.035.881;5.675.957.554
Norway;1997;23.329.896;4.931.696.056;5.708.748.817
Norway;1998;25.056.632;4.920.906.231;571.721.008
Norway;1999;26.771.472;4.889.386.406;5.748.941.342
Norway;2000;22.073.398;4.779.546.581;5.747.582.605
Norway;2001;12.390.242;471.967.818;5.733.421.492
Norway;2002;11.617.668;463.908.978;571.162.038
Norway;2003;14.317.176;4.596.991.379;5.745.689.268
Norway;2004;14.389.022;4.530.942.978;5.753.298.155
Norway;2005;12.988.246;4.454.664.577;5.745.277.043
Norway;2006;16.555.064;4.402.744.847;557.613.476
Norway;2007;16.877.044;4.320.635.117;5.439.462.477
Norway;2008;16.038.694;4.285.625.387;5.321.570.194
Norway;2009;15.283.136;4.214.845.656;5.054.667.911
Norway;2010;17.556.776;4.161.545.926;4.871.115.629
Norway;2011;15.533.732;4.132.824.719;4.927.682.655
Norway;2012;1.401.460.521;4.113.093.512;4.911.859.682
Oman;1990;11.925.934;2.761.284.353;0.267400685
Oman;1991;1.614.159;289.738.401;0.283506061
Oman;1992;14.921.648;3.033.805.668;0.303771437
Oman;1993;14.157.704;3.169.910.325;0.320196813
Oman;1994;13.923.302;3.306.185.982;0.345412189
Oman;1995;1.566.373;344.156.764;0.356507565
Oman;1996;15.925.954;3.558.488.186;0.361602428
Oman;1997;17.344.988;3.675.638.733;0.366627291
Oman;1998;17.396.684;3.792.754.279;0.400982155
Oman;1999;20.496.584;3.911.835.825;0.412347018
Oman;2000;22.352.892;4.027.282.372;0.404231881
Oman;2001;25.366.214;394.667.514;0.428724161
Oman;2002;27.063.654;3.864.992.909;0.425046441
Oman;2003;2.807.098;3.784.576.678;0.434948722
Oman;2004;27.899.604;3.703.466.446;0.458781002
Oman;2005;29.012;3.624.737.215;0.654333282
Oman;2006;38.323.584;3.632.003.648;0.563993282
Oman;2007;43.185.942;3.638.963.082;0.482913281
Oman;2008;52.628.002;3.645.776.515;0.541223281
Oman;2009;58.255.506;3.652.863.949;0.59640328
Oman;2010;62.278.628;3.661.251.382;0.51128328
Oman;2011;69.552.418;3.733.363.747;0.63392942
Oman;2012;69.934;3.805.404.112;0.70327556
Pakistan;1990;90.221.336;6.202.854.133;3.041.736.571
Pakistan;1991;85.546.664;6.327.069.529;3.078.221.318
Pakistan;1992;908.058;6.421.637.926;3.244.011.065
Pakistan;1993;96.084.078;6.620.295.322;3.323.161.813
Pakistan;1994;99.718.628;6.739.221.719;342.476.656
Pakistan;1995;105.464.922;6.891.259.115;3.665.245.307
Pakistan;1996;11.206.329;7.202.412.276;3.679.004.231
Pakistan;1997;115.279.056;7.386.325.437;3.796.153.154
Pakistan;1998;117.115.894;7.586.007.598;3.845.734.078
Pakistan;1999;125.868.444;7.801.363.759;3.981.653.001
Pakistan;2000;125.449.484;792.451.392;4.077.016.925
Pakistan;2001;126.422.574;805.035.942;4.122.616.645
Pakistan;2002;128.813.124;829.448.192;4.244.741.366
Pakistan;2003;132.780.282;858.696.742;4.364.891.086
Pakistan;2004;14.606.744;882.099.292;4.504.573.807
Pakistan;2005;149.464.588;907.992.942;4.745.840.527
Pakistan;2006;162.261.806;9.665.037.122;4.903.088.944
Pakistan;2007;176.303.744;9.909.923.825;4.896.029.362
Pakistan;2008;173.240.236;1.031.710.453;5.110.965.779
Pakistan;2009;177.746.274;1.057.498.623;5.550.051.196
Pakistan;2010;173.562.284;1.053.655.693;5.464.705.613
Pakistan;2011;174.048.918;1.106.181.913;5.556.883.501
Pakistan;2012;1.737.944.573;1.126.592.133;539.753.139
Palau;1990;;;
Palau;1991;0;0.010700838;0.000516975
Palau;1992;-0.022536;0.010987773;0.000530838
Palau;1993;-0.02621;0.011274709;0.0005447
Palau;1994;-0.0359;0.011561644;0.000558562
Palau;1995;-0.051636;0.011848579;0.000572425
Palau;1996;0.019908;0.012148526;0.000586916
Palau;1997;-0.077072;0.012448473;0.000601407
Palau;1998;0.019898;0.012748419;0.000615898
Palau;1999;0.019898;0.013048366;0.000630388
Palau;2000;-0.077082;0.013348313;0.000644879
Palau;2001;0.08577;0.013462265;0.000650385
Palau;2002;-0.01121;0.013576218;0.00065589
Palau;2003;0.093088;0.01369017;0.000661395
Palau;2004;-0.007556;0.013804122;0.0006669
Palau;2005;0.093088;0.013918075;0.000672406
Palau;2006;0.20152;0.013994089;0.000676078
Palau;2007;0.208848;0.014070102;0.00067975
Palau;2008;0.208848;0.014146116;0.000683423
Palau;2009;0.208848;0.01422213;0.000687095
Palau;2010;0.216176;0.014298144;0.000690767
Palau;2011;0.223504;0.014351011;0.000693321
Palau;2012;0;0.014403879;0.000695876
Panama;1990;22.938.014;339.484.463;1.151.142.652
Panama;1991;21.926.064;3.442.400.776;11.392.538
Panama;1992;22.439.596;3.507.596.921;1.203.124.948
Panama;1993;22.629.982;3.553.933.066;1.226.116.095
Panama;1994;22.881.146;3.609.749.211;1.187.407.243
Panama;1995;23.190.326;3.643.825.356;1.179.918.391
Panama;1996;23.294.262;3.658.715.464;1.235.941.067
Panama;1997;2.353.889;3.588.995.571;1.153.343.743
Panama;1998;24.623.718;3.656.715.679;1.179.356.418
Panama;1999;23.916.152;3.666.535.786;1.150.009.094
